id,name,engname,latitude,longitude,add_name,add_names,,,general_description,literary_description,description_of_production,key_persons,facts,summary_description,links,dislocation,type,year_of_creation,year_of_closing,notes,year_of_resuming,year_of_second_closing,,year_of_repeated_resuming,year_of_third_closing,year_of_moving,,second_dislocation,latitude_2,longitude_2,year_of_repeated_moving,,third_dislocation,latitude_3,longitude_3,year_of_third_moving,,fourth_dislocation,latitude_4,longitude_4,date_of_merger_1,new_name,merger_1,date_of_merger_2,new_name_2,merger_2,date_of_merger_23,merger_3,date_of_separation,separation_1,separation_2,separation_3,separation_4,separation_5,separation_6,max_people,,date_if_max_people,people_1923,people_1924,people_1925,people_1926,people_1927,people_1928,people_1929,people_1930,people_1931,people_1932,people_1933,people_1934,people_1935,people_1936,people_1937,people_1938,,people_1939,people_1940,people_1941,,people_1942,,,people_1943,people_1944,people_1945,,people_1946,people_1947,,people_1948,,people_1949,people_1950,people_1951,people_1952,,people_1953,,people_1954,people_1955,people_1956,people_1957,people_1958,people_1959,people_1960,hydro_building,train_building,capital_building,building_plants,highways_building,airfield_building,mining_industry,logging,energy_facilities,agriculture,inning,fuel_industry,photos,video
466,"Котласское сельскохозяйственное ЛО

",,61.25297,46.633217,,,,,"Узники лагеря трудились на сельскохозяйственных угодиях, общая численность заключенных составляла 2016 человек","Котласское сельскохозяйственное лагерное отделение организовано в июле 1949 г. и продолжало существовать, по меньшей мере, до 1956 г.",Сельскохозяйственные работы,,"Организовано на базе сельскохозяйственного лагерного отделения Севжелдорлага МВД, обслуживающего совхозы Котласской группы главного управления военного снабжения МВД",,http://www.memo.ru/history/nkvd/Gulag/r3/r3-208.htm,"Архангельская область, город Котлас ",ИТЛ,1949,1953,,,1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,1277,1162,,,,,,,,,,,,,,Сельскохозяйственные работы,,,,
470,Красноярское строительство и ИТЛ Енисейстроя,,56.010599,92.852545,,,,,"Точный спектр работ лагеря неизвестен, однако, ориентируясь на профиль Енисейстроя, можно предположить, что лагерь осуществлял горнодобывающие работы и строительство промышленных предприятий","Лагерь существовал с июля 1949 г. по октябрь 1951 г. Его управление располагалось в городе Красноярск. Максимальное количество заключенных достигала 3000 человек, занятых, вероятно, в эксплуатации месторождений и строительстве предприятий цветных и редких металлов в Красноярском крае","Вероятно, эксплуатация месторождений и строительство предприятий цветных и редких металлов в Красноярском крае",,"16.10.1951 г. лагерь включен в состав вновь организованного исправительно-трудового лагеря «ДС» Енисейстроя, получив статус лагерного отделения",,http://www.memo.ru/history/nkvd/Gulag/r3/r3-212.htm,город Красноярск,ИТЛ,1949,1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,,1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,,1153,,,,,,,,,,,,,,,"вероятно, строительство предприятий цветных и редких металлов в Красноярском крае",,,"вероятно, эксплуатация месторождений цветных и редких металлов в Красноярском крае",,,,,,,
477,Кунеевский ИТЛ,Kuneevsky CLC,53.508816,49.419207,ИТЛ и Строительство Куйбышевской ГЭС,,,,"Узники были заняты на строительстве Куйбышевской ГЭС, в дорожном, промышленном, гражданском и жилищном строительстве. ","Кунеевский лагерь существовал с октября 1949 г. по март 1958 г., его управление находилось в город Ставрополь (ныне Тольятти). Максимальное число заключенных 46600 человек","Строительство Куйбышевского гидроузла, автодороги Куйбышев—Ставрополь (до 18.01.51), железной дороги ветки в Чапаевске до силикатного завода (в IV квартале 1950 г.), железная дорога по обоим берегам Волги, ЛЭП-110 от Сызранской Теплоэлектроцентрали, строительство и обслуживание 7-и бетонных заводов, ДОКа, ремонтно-механических мастерских, гаражей, складов, жилищное и коммунально-бытовое строительство",,Строительство дороги Куйбышев - Ставрополь передано вместе с обслуживавшими лагерного подразделения в состав строительства Главное управление шоссейно-дорожного упарвления МВД № 4 и ИТЛ,,http://www.memo.ru/history/nkvd/Gulag/r3/r3-218.htm ,"Куйбышевская область, город Ставрополь (ныне Тольятти)",ИТЛ,1949,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46507,,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1253,1328,15864,24985,,45961,,46507,36144,32094,21484,,,,Строительство Куйбышевского гидроузла,"Строительство железной дороги ветки в Чапаевске до силикатного завода (в IV квартале 1950 г.), железная дорога по обоим берегам Волги, ЛЭП-110 от Сызранской Теплоэлектроцентрали","Строительство и обслуживание 7-и бетонных заводов, ДОКа, ремонтно-механических мастерских, гаражей, складов, жилищное и коммунально-бытовое строительство",,"Строительство автодороги Куйбышев—Ставрополь (до 18.01.51),",,,,,,,,,
216,Минеевское ЛО ХОЗУ МВД,,57.362478,45.52749,,,,,Заключенные лагерного отделения были заняты на лесозаготовках,"Минеевское лагерное отделение существовало с июня 1949 г. по июнь 1953 г., повторно организовано 02.11.1954 г., дата закрытия неизвестна. Его управление располагалось в районе станции Минеевка. В нем находилось до 3000 заключенных",Лесозаготовки,,"Первый раз организовано на базе Минеевского лагерного отделения Управления исправительно-трудовых лагерей и колоний Управления МВД по Горьковской области и Минеевской лесозаготовительной конторы Хозяйственного управления МВД СССР.        При закрытии лагерного отделения передано в состав Управления исправительно-трудовых лагерей и колоний Управления Министерства юстиции по Горьковской области, а производство выделено в самостоятельную хозрасчетную организацию «Минеевский лесокомбинат Хозяйственного управления МВД СССР». На базе этого комбината и лагерного отделния, вновь выделенного из состава  Управления исправительно-трудовых лагерей и колоний Управления МВД по Горьковской области, организовано повторно",,http://www.memo.ru/history/nkvd/Gulag/r3/r3-240.htm,"станция Минеева Горьковской области (ныне - станция Минеевка, деревня Минеево, Уренский район, Нижегородская область)",ИТЛ,1949,1953,,,,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,,1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,,,,,,,2000,,,,,,,,,,,,,,лесозаготовки,,,,,,
199,Северное управление ИТЛ и Строительства 503,,66.666377,85.879614,"ИТЛ и Строительство 503, Строительство 503 и ИТЛ,
Северное управление Строительства 503, Северное управление и Строительство 503",,,,"Подневольный труд узников лагеря использовался при строительстве железных дорог, что позволило расширить железнодорожную сеть в регионе","Лагерь Строительства № 503 существовал с ноября 1949 г. по июль 1952 г., его управление дислоцировалось в поселке Ермаково Красноярского края. Максимальное количество заключенных в лагере 29200 человек, занятых на строительстве восточного участка железной дороги Салехард - Игарка, морского порта в районе Игарки, в гражданском и жилищном строительстве, на лесозаготовках. ","Страительство восточного участка железной дороги станция Чум—Салехард—р. Пур—Игарка: от р.Пур (включительно) через р.Таз, поселок Ермаково до морского порта в районе Игарки с паромной переправой через Енисей, морского порта в Игарке и поселка при нем, постоянной линии связи до реки Пур и укладка кабеля через реку Енисей, в поселок Ермаково: строительство кирпичного и домостроительного заводов, центральная ремонтная мастерская, ремонт судов, строительство в пункте Долгом на реке Таз при пересечении ее железной дороги в 1952 г. складов, льдохранилища и жилого дома, лесозаготовки, деревообработка, автомобильные и тракторные перевозки",,"12.11.49 при реорганизации Северного управления лагерей железнодорожного строительства выделен Обский ИТЛ и строительство 501. Для оставшейся части, названной Северное управление и строительство 503",,http://www.memo.ru/history/nkvd/Gulag/r3/r3-304.htm,"Красноярский край, Игарский район, поселок Ермаково (ныне не существует)",ИТЛ,1949,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29126,,1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29 126,28 774,14 191,,,,,,,,,,,,,"Страительство восточного участка железной дороги станция Чум—Салехард—р. Пур—Игарка: от р.Пур (включительно) через р.Таз, поселок Ермаково до морского порта в районе Игарки с паромной переправой через Енисей, морского порта в Игарке и поселка при нем, постоянной линии связи до реки Пур и укладка кабеля через реку Енисей, в поселок Ермаково",,,,,,,,,,,,
218,"Северный ИТЛ Дальстроя
",North ITL of Dalstroy [Northern Corrective Labour Camp of Dalstroy] (North ITL of USVITL),62.523613,149.62122,"Севлаг, Северный ИТЛ УСВИТЛа",,,,Основным видом производственной деятельности заключенных были горнорудные работы.,"Северный лагерь Дальстроя действовал с сентября 1949 г. по апрель 1957 г., его управление дислоцировалось в поселке Ягодное Магаданской области. Число заключенных в нем достигало до 15800 человек, занятых золотодобычей. ","Работы на приисках «Бурхала», «Спокойный», «Штурмовой», «Туманный», «Хатыннах», «Верхний Ат-Урях», «Дебин», «Верхний Дебин», «Тангара», «Горный», «Мякит» ","Ионов, Илья Ионович - российский революционер и издательский работник. Поэт, знакомый Сергея Есенина.","В оперативном командовании лагерь подчинялся первоначально Главному управлению исправительно-трудовых лагерей Дальстрой, а позднее Управлению северо-восточных исправительно-трудовых лагерей Министерства Юстиции СССР позднее передан в систему Министерства Внутренних Дел",,http://www.memo.ru/history/nkvd/Gulag/r3/r3-307.htm,"Магаданская область, поселок Ягодный (ныне Ягодное)",ИТЛ,1949,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11689,,1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15 802 ,11 683,,9071,,8430,,,,,,,,,,,,,"Работы на приисках «Бурхала», «Спокойный», «Штурмовой», «Туманный», «Хатыннах», «Верхний Ат-Урях», «Дебин», «Верхний Дебин», «Тангара», «Горный», «Мякит» ",,,,,,,
299,Строительство 18 и ИТЛ,Construction 18 and ITL,53.454621,56.043923,ИТЛ Строительства 18,,,,Труд заключенных использовался при строительстве заводов и предприятий,"Лагерь Строительства 18 существовал с 1949 по 1953 гг., управление лагеря располагалось в городе Ишимбай. Число заключенных достигало до 29900 человек","Строительство комбината 18 Министерства нефтяной промышленности, строительсьво и эксплуатация нефтепромыслов, строительство ямной емкости для мазута объемом 1,5 миллионов кубометров, Салаватской Теплоэлектроцентра́ли и линий электропередач, водозаборных сооружений на реке Белой, ремонтно-механического завода, завода минеральной ваты, кирпичного завода, строительство и эксплуатация асфальтобетонного завода, кирпичного заводов и завода карбонизированных изделий, бетонного, известкового, шлакоблочного заводов и ДОКа, строительство водопровода и канализации, объектов социально-культурно-бытового, жилищное строительство",,"Были попытки побегов из лагерей Салавата. За год совершалось по два-три побега, в том числе вооруженных. Одного бежавшего поймали уже в Ташкенте                                       14.05.53 лагерь Строительства 18 переименован в Хакасский лагерь",,http://www.memo.ru/history/nkvd/Gulag/r3/r3-329.htm,"Башкирская АССР, город Ишимбай",ИТЛ,1949,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29873,,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 858,17 968,25 840,29 422,,29 873,,,,,,,,,,,"Строительство водопровода и канализации, объектов социально-культурно-бытового, жилищное строительство","Строительство комбината 18 Министерства нефтяной промышленности, строительсьво и эксплуатация нефтепромыслов, строительство ямной емкости для мазута объемом 1,5 миллионов кубометров, ремонтно-механического завода, завода минеральной ваты, кирпичного завода, строительство и эксплуатация асфальтобетонного завода, кирпичного заводов",,,,,Строительство Салаватской Теплоэлектроцентра́ли и линий электропередач,,,,,
322,Строительство 247 и ИТЛ,Construction 247 and CLC,55.160026,61.402599,ИТЛ Строительства 247,,,,"Заключенные лагеря занимались строительством промышленных предприятий и заводов, шоссейных и железных дорог","Лагерь Строительства 247 действовал с 1949 по 1953 гг., его управление находилось в закрытом городе Челябинск-40 (ныне город Озерск)","Обслуживание Строительства 247 (комбинат Министерства среднего машиностроения), а также строительство Теплоэлектроцентра́ли химического завода имени Менделеева, автомобильных и железных дорог и объектов 933 и 943, линий электропередач -110 от Уфалейской подстанции до Южно-Уральской конторы Главгорстроя, «медного рудника», объекта 950, обслуживание шахты «Пионерская», известкового карьера, строительство жилья в районе Карабаша, водосброса на плотине озера Касли, Каслинской электроподстанции, опытного корпуса на комбинате 8172, капитальный ремонт и частичная реконструкция химического завода, строительство служебных и казарменных помещений для специальных частей Министерства государственной безопасности на комбинате 817, работа на Юрюзанском лесопильном заводе с 14.05.52, обслуживание строительства 101, ДОКа, лесозаготовки, строительство завода шлакоблоков в Челябинске, Южно-Уральской теплоэлектроцентали, жилья и объектов соцкультбыта; работа на Потанинском кирпичном заводе, строительство дорог.",,"Лагерь Строительства 247 переименован из лагеря Строительства 859,                                                              14.05.53 переименован в лагерь Кузнецкий",,http://www.memo.ru/history/nkvd/Gulag/r3/r3-339.htm,"Челябинская область, город Челябинск-40 (ныне город Озерск)",ИТЛ,1949,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13163,,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7774,9578,5627,13 163,,9274,,,,,,,,,,,"строительство жилья в районе Карабаша, водосброса на плотине озера Касли, частичная реконструкция химического завода, строительство служебных и казарменных помещений для специальных частей Министерства государственной безопасности на комбинате 817 ,жилья и объектов соцкультбыта","обслуживание Строительства 247 (комбинат Министерства среднего машиностроения), а также строительство Теплоэлектроцентра́ли химического завода имени Менделеева, объектов 933 и 943, линий электропередач -110 от Уфалейской подстанции до Южно-Уральской конторы Главгорстроя, «медного рудника», объекта 950",,,,работа на Юрюзанском лесопильном заводе с 14.05.52,,,,,,
328,Строительство 313 и ИТЛ,,57.265584,60.131644,"ИТЛ-100, ИТЛ и Строительство 313",,,,"Узники лагеря были заняты на строительстве объектов в гражданском, промышленном и жилищном строительстве, на обслуживании промышленных предприятий. ","ИТЛ Строительства № 313 действовал с 1949 г. по 1953 г., управление его располагалось в г. Верх-Нейвинский. В нем находилось до 19000 заключенных","Строительство линий электропередач -220 от Нижне-Туринской государственной районной электростанции, комбината 8133, добыча песка на Мысковском карьере до 16.04.52, расширение Уфалейской электроподстанции, строительство караульных помещений специальных частей Министерства государственной безопасности при комбинате 813, Уральского политехнического института, лесозаготовки, обслуживание кирпичных заводов, жилых и культурно-бытовых объектов, перевалочной базы, Свердловского кирпичного завода, подсобные сельскохозяйственные работы, реконструкция Камышловского кирпичного завода, строительство Елизаветинского кирпичного завода, изготовление кирпича на Невьянском, Елизаветинском, Камышловском заводах, шлакоблоков на собственном шлакоблочном заводе.",,"Лагерь организован между 17.03.49 и 06.04.49 (переименован из лагеря Строительства 865);
закрыт 14.05.53 (переименован в Бобровское лагерное отделение)",,http://www.memo.ru/history/nkvd/Gulag/r3/r3-343.htm,"Свердловская область, рабочий поселок Верхне-Нейвинск (ныне поселок городского типа Верх-Нейвинский)",ИТЛ,1949,1953,,,,,,,,,город Свердловск (ныне город Екатеринбург),56.838607,60.605514,,,,,,,,,,,,,,,,,,,,,,,,,,18767,,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 290,18 767,15 844,7474,,6533,,,,,,,,,,,"строительство караульных помещений специальных частей Министерства государственной безопасности при комбинате 813, Уральского политехнического института, жилых и культурно-бытовых объектов, перевалочной базы",строительство Елизаветинского кирпичного завода,,,добыча песка на Мысковском карьере до 16.04.52,лесозаготовки,"Строительство линий электропередач -220 от Нижне-Туринской государственной районной электростанции, расширение Уфалейской электроподстанции",,,,,
329,Строительство 352 и ИТЛ,Noginsky CLC,55.784445,38.444849,"Ногинский ИТЛ, ИТЛ и Строительство 352",,,,"Заключенные были заняты на строительстве объектов, связанных с атомным проектом, а также в промышленном и гражданском строительстве. ","Ногинский лагерь существовал с июня 1946 г. по апрель 1953 г., его управление дислоцировалось в городе Электросталь. В нем находилось до 13 702 заключенных","Строительство железной дороги Шатки—Тупиковая с 06.03.50 по 10.02.51, объекта «В» с 30.11.50 по 18.09.51, строительно-монтажные работы на Московском комбинате твердых сплавов, строительство завода 395  Министерства химической промышленностии, техникума, разработка Васильевского карьера в Калужской области до 15.09.50, строительство подсобных предприятий Главного управления промышленного строительства, изготовление сборных конструкций жилищного поселка и нового ДОКа на Московском ДОКе, строительство лагеря на Люблинских полях орошения, служебных и казарменных помещений специальных частей Министерства государственной безопасности при заводе № 12, обслуживание строительных организаций Управления строительства Дворца Советов в Текстильщиках, Лобне, Катуарах, Реутове, на Полярной улице и строительства завода № 12, строительство «совхозов» в районах станции Брянск-Льговский, Россолово Северной железной дороги (Костромская область), Линда Горьковской железной дороги (Горьковская область), бараков для автобатальона",,Ногинский лагерь был организован между 17.03.49 и 06.04.49 (переименован из лагеря Строительства 713),,http://www.memo.ru/history/nkvd/Gulag/r3/r3-344.htm,"Московская область, город Электросталь",ИТЛ,1949,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13702,,1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8221,7131,13 702,4611,,,,,,,,,,,,"строительство железной дороги Шатки—Тупиковая с 06.03.50 по 10.02.51, бараков для автобатальона",,"строительство завода 395  Министерства химической промышленностии, техникума, строительство подсобных предприятий Главного управления промышленного строительства, строительство лагеря на Люблинских полях орошения, служебных и казарменных помещений специальных частей Министерства государственной безопасности при заводе № 12, обслуживание строительных организаций Управления строительства Дворца Советов в Текстильщиках, Лобне, Катуарах, Реутове, на Полярной улице и строительства завода № 12, строительство «совхозов» в районах станции Брянск-Льговский, Россолово Северной железной дороги (Костромская область), Линда Горьковской железной дороги (Горьковская область), ",,, разработка Васильевского карьера в Калужской области до 15.09.50,,,,,,,
332,Строительство 384 и ИТЛ,,58.140815,52.674181,"Глазовлаг, Глазовский ИТЛ, ИТЛ Строительства 384",,,,"Узники лагеря строили объекты в Глазове и Кирово-Чепецке, связанные с атомным проектом, а также промышленные и жилые здания. ",Глазовский лагерь действовал с 1949 г. по 1953 г. его управление размещалось в городе Глазов. Максимальное число заключенных 10 448 человек,"Строительство завода 752 Министерства химической промышленности (Кирово-Чепецк) и промышленное строительство в Глазове, обслуживание «Главэлектромонтажа» Министерства строительства предприятий тяжёлой индустрии в районе города Глазова, строительство завода сухой штукатурки, Теплоэлектроцентраль, цеха переработки рядовой руды, жилья и объектов социального, культурного и бытового назначения для Прикамской конторы Главного управления городского строительства СССР, служебных и хозяйственных помещений при заводе 544 и казарм специальных частей Министерства государственной безопасности при заводе 752, обслуживание Глазовского кирпичного завода, лесозаготовки в Омутнинском районе Кировской области до 16.05.51, обслуживание ДОКа, строительство в городе Молотове.",,Лагерь Строительства 384 организован между 17.03.49 и 06.04.49 (переименован из лагеря Строительства 904),,http://www.memo.ru/history/nkvd/Gulag/r3/r3-345.htm,"Удмуртская АССР, город Глазов",ИТЛ,1949,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10448,,1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 448,6948,5735,5571,,5501,,,,,,,,,,,"жилья и объектов социального, культурного и бытового назначения для Прикамской конторы Главного управления городского строительства СССР, служебных и хозяйственных помещений при заводе 544 и казарм специальных частей Министерства государственной безопасности при заводе 752, строительство в городе Молотове","Строительство завода 752 Министерства химической промышленности (Кирово-Чепецк) и промышленное строительство в Глазове, обслуживание «Главэлектромонтажа» Министерства строительства предприятий тяжёлой индустрии в районе города Глазова, строительство завода сухой штукатурки, Теплоэлектроцентраль, цеха переработки рядовой руды",,,,лесозаготовки в Омутнинском районе Кировской области до 16.05.51,Строительство теплоэлектроцентрали,,,,,
338,Строительство 505 и ИТЛ ГУЛПС,,54.922788,43.344844,ИТЛ Строительства 505,,,,Узники лагеря были привлечены к обслуживанию Строительства 505,"Лагерь Строительства 505 Главного управления лагерей промышленного строительства действовал с марта-апреля по май-июнь 1949 г., его управление располагалось в поселке Саров. В лагере содержалось до 2509 заключенных",Обслуживание Строительства 505,,Лагерь Строительства 505 организован между 17.03.49 и 15.04.49 (переименован из лагеря Строительства 880)                                                                                 Закрыт лагерь между 23.05.49 и 24.06.49 (переименован в лагерь Строительства 585),,http://www.memo.ru/history/nkvd/Gulag/r3/r3-351.htm,"Мордовская АССР, поселок Саров (на 1991 г. — в Горьковской области *ныне Нижегородская область)",ИТЛ,1949,1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2509,,1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2509,,,,,,,,,,,,,,,,,Обслуживание Строительства 505,,,,,,,,,,
346,Строительство 514 и ИТЛ,Строительство 514 and CLC,58.631035,59.85216,,,,,"Заключенные лагеря были заняты на строительстве объектов, связанных с атомным проектом, в промышленном, энергетическом, дорожном, гражданском и жилищном строительстве, на обслуживании промышленных предприятий. ","Лагерь организован в марте 1949 г. и существовал до мая 1953 г., его управление располагалось в городе Нижняя Тура. В лагере находилось до 13800 заключенных.","Строительство Нижне-Туринской государственной районной электростанции до 21.09.49, Линий электропередач-220 от Нижне-Туринской государственной районной электростанции, завода 718, бетонного, камнедробильного, асфальтобетонного заводов, электровозных депо, проходка штолен и шахт, железнодорожных туннелей, строительство завода 418, первой очереди объекта 917, завода минеральной ваты, цеха проката, изготовление шлакоблоков, лесозаготовки, строительство казарм специальных частей Министерства государственной безопасности при заводе 718, помольных установок для производства молотой негашеной извести, моста через реку Именную, завода 814, работы по карьеру № 2, строительство железнодорожной ветки и автодороги, реконструкция установки СУ-20 и цеха «ДМ», добыча строительного камня, работа на заводе железобетонных изделий  и шлакоблочном заводе, подсобное сельское хозяйство, строительство лесного хозяйства, жилое и культурно-бытовое строительство",,"Лагерь Строительства 514 организован между 17.03.49 и 06.04.49 (переименован из лагеря Строительства 1418 и ИТЛ);
закрыт 14.05.53 (переименован в Красногорский лагерь)",,http://www.memo.ru/history/nkvd/Gulag/r3/r3-359.htm,"Свердловская область, город Нижняя Тура",ИТЛ,1949,1953,,,,,,,,нет данных,город Свердловск (ныне Екатеринбург),56.838607,60.605514,,,,,,,,,,,,,,,,,,,,,,,,,,13705,,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11 452,11 324,8278,13 705,,8934,,,,,,,,,,строительство железнодорожной ветки," строительство казарм специальных частей Министерства государственной безопасности при заводе 718,  жилое и культурно-бытовое строительство","Строительство завода 718, бетонного, камнедробильного, асфальтобетонного заводов, электровозных депо, проходка штолен и шахт, железнодорожных туннелей, строительство завода 418, первой очереди объекта 917, завода минеральной ваты, цеха проката, помольных установок для производства молотой негашеной извести, строительство лесного хозяйства",Строительство автодороги,,добыча строительного камня,лесозаготовки,"Строительство Нижне-Туринской государственной районной электростанции до 21.09.49, Линий электропередач-220 от Нижне-Туринской государственной районной электростанции",подсобное сельское хозяйство,,,,
348,Строительство 560 и ИТЛ,,55.75396,37.620393,ИТЛ и Строительство 560,,,,"Заключённые использовались для строительства и обслуживания различных научных и промышленных объектов в Москве и области, а также на ряде других вспомогательных производств.","Лагерь существовал с 1949 по 1952 гг., его управление располагалось в городе Москве. Число заключенных достигало 21 971 человек.","Строительство установки ""С-25"" Физического института имени Лебедева, лаборатории № 6 Академии Наук СССР, главного корпуса Физического института имени Лебедева, промышленных, лабораторных и бытовых помещений, химического и физического факультетов и лаборатории строения вещества Московского государственного университета с 12.11.49, объектов Московского комбината твердых сплавов, Теплотехнической лаборатории Академии Наук СССР, Научно-исследовательского вакуумного института, Института геохимии, Научно-иследовательского института - 20 Министе́рства промышленности средств связи, Московской проектной конторы Главгорстроя, обслуживание Строительства 442 в Калужской области (до 21.02.50), строительство служебных помещений и казарм охранных войск Министерства государственной безопасности, строительство объектов научно-иследовательского института Главгорстроя, Главного управления производством государственных знаков, монет и орденов, заводов имени Войкова и электротермического оборудования, Московского электролизного завода, Института имени Карпова, Карачаровского комбината Дворца Советов, Научно-иследовательского института-93, Института биофизик, завода 528 Министе́рства промышленности средств связи, гидротехнической лаборатории Академии Наук СССР, зданий на Миусской площади, дом 3, на проезде Владимирова, базы подсобных предприятий в поселке Сокол, строительство жилого поселка в Тушино, жилых домов в Коптево и на Новоподмосковной улице, канализации и водопровода в тех же районах, жилых домов Гидропроекта — на Октябрьском поле, в Тушино и Измайлово, жилых поселков в Кунцево и Черемушках, городка охраны в Коптево, культурно-бытовых объектов, домов 21–25 по Волоколамскому шоссе, объекта в Кратово, больницы на северо-западе Москвы, ангара и электростанции на аэродроме в Химках, жилого поселка в Барвихе, жилого дома в Подлипках (до 09.04.51), дач в Жуковке (Московская область), жилого поселка Московского государственного университета, строительство Калужской теплоэлектроцентрали в Москве (до 01.07.49 и с 12.06.50), Теплоэлектроцентраль -13 Ленинского района города Москвы для теплоснабжения Московского государственного университета, обслуживание бетонного завода, заводда железобетонных конструкций, цеха крупнопанельных перегородок, ДОКа Главпромстроя в городе Дмитрове, строительство керамзитового цеха и гравийно-сортировочной фабрики в Тучково, мастерской по производству сухой штукатурки в Черемушках, обслуживание карьера, кирпичного завода и гравийной фабрики в Тучково, сапожной и портновской мастерских, тарного цеха в Черемушках (силами инвалидов), лесозаготовки в Горьковской области.",,"Лагерь организован между 17.03.49 и 06.04.49 (переименован из Лагеря Строительства 90)                                         По-видимому, лагерь был расформирован с передачей лагерных подразделений лагерю строительства 565.                                       ",,http://www.memo.ru/history/nkvd/Gulag/r3/r3-361.htm,город Москва,ИТЛ,1949,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21971,,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18 293,21 971,13 190,6469,,,,,,,,,,,,,"Строительство установки ""С-25"" Физического института имени Лебедева, лаборатории № 6 Академии Наук СССР, главного корпуса Физического института имени Лебедева, промышленных, лабораторных и бытовых помещений, химического и физического факультетов и лаборатории строения вещества Московского государственного университета с 12.11.49, объектов Московского комбината твердых сплавов, Теплотехнической лаборатории Академии Наук СССР, Научно-исследовательского вакуумного института, Института геохимии, Научно-иследовательского института - 20 Министе́рства промышленности средств связи, Московской проектной конторы Главгорстроя, обслуживание Строительства 442 в Калужской области (до 21.02.50), строительство служебных помещений и казарм охранных войск Министерства государственной безопасности, строительство объектов научно-иследовательского института Главного управления городского строительства, Главного управления производством государственных знаков, монет и орденов, Института имени Карпова, зданий на Миусской площади, дом 3, на проезде Владимирова, базы подсобных предприятий в поселке Сокол, строительство жилого поселка в Тушино, жилых домов в Коптево и на Новоподмосковной улице, канализации и водопровода в тех же районах, жилых домов Гидропроекта — на Октябрьском поле, в Тушино и Измайлово, жилых поселков в Кунцево и Черемушках, городка охраны в Коптево, культурно-бытовых объектов, домов 21–25 по Волоколамскому шоссе, объекта в Кратово, больницы на северо-западе Москвы, жилого поселка в Барвихе, жилого дома в Подлипках (до 09.04.51), дач в Жуковке (Московская область), жилого поселка Московского государственного университета, ","Строительство заводов имени Войкова и электротермического оборудования, Московского электролизного завода, Карачаровского комбината Дворца Советов, Научно-иследовательского института-93, Института биофизик, завода 528 Министе́рства промышленности средств связи, гидротехнической лаборатории Академии Наук СССР, ангара и электростанции на аэродроме в Химках, строительство керамзитового цеха и гравийно-сортировочной фабрики в Тучково, мастерской по производству сухой штукатурки в Черемушках, обслуживание карьера, кирпичного завода и гравийной фабрики в Тучково, сапожной и портновской мастерских, тарного цеха в Черемушках (силами инвалидов)",,,,лесозаготовки в Горьковской области.,"строительство Калужской теплоэлектроцентрали в Москве (до 01.07.49 и с 12.06.50), Теплоэлектроцентраль -13 Ленинского района города Москвы для теплоснабжения Московского государственного университета",,,,,
